ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,categories
0060114991,10.0,I'm Dancing As Fast As I Can,Barbara Gordon,1981,Harpercollins,Biography & Autobiography
0060115580,8.0,Positive Addiction,"William, Glasser",1976,Harpercollins,Psychology
0060120916,7.0,"The human situation: Lectures at Santa Barbara, 1959 (A Cass Canfield book)",Aldous Huxley,1977,Harper &amp; Row,Civilization
006013738X,10.0,The survival of the wisest,Jonas Salk,1973,Harper &amp; Row,Human beings
0060148047,10.0,On writing well: An informal guide to writing nonfiction,William Knowlton Zinsser,1980,Harper and Row,Reference
0060148330,6.0,Free Fall in Crimson,John D. MacDonald,1981,Harpercollins,Fiction
0060148934,6.0,Spring Moon: A Novel of China,Bette Lord,1981,Harpercollins,Fiction
0060149205,8.0,An Indecent Obsession,Colleen McCullough,1981,Harpercollins,Fiction
0060149590,9.0,Bliss,Peter Carey,1982,Harpercollins,Juvenile Fiction
0060152567,5.0,Infante's Inferno,G. Cabrera Infante,1984,Harpercollins,Fiction
0060153393,9.0,The knight in history,Frances Gies,1984,Harper &amp; Row,Knights and knighthood
0060153830,7.0,Continental Drift,Russell Banks,1985,Harpercollins,Fiction
0060154098,7.0,On writing well: An informal guide to writing nonfiction,William Knowlton Zinsser,1985,Harper &amp; Row,Reference
0060154373,6.0,Hemingway: A Biography,Jeffrey Meyers,1985,Harpercollins,Literary Collections
0060154969,7.6,"Love, Medicine, and Miracles",Bernard S. Siegel,1986,Harpercollins,Health & Fitness
0060156414,10.0,Stillmeadow Daybook,Gladys Bagg Taber,1986,HarperCollins Publishers,Social Science
0060156732,9.0,The Search for Signs of Intelligent Life in the Universe,Jane Wagner,1986,Harpercollins,Biography & Autobiography
006015781X,6.666666666666667,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,David Feldman,1987,Harpercollins,Curiosities and wonders
0060158638,9.0,The Bean Trees,Barbara Kingsolver,1988,Harpercollins,Fiction
0060159685,4.0,The World of Jeeves,P.G. Wodehouse,1989,HarperCollins Publishers,Fiction
0060160012,9.0,Tao Te Ching,Lao Tzu,1988,HarperCollins,Religion
0060160799,5.0,The Crown of Columbus,Michael Dorris,1991,Harpercollins,Fiction
0060161612,9.333333333333334,When Do Fish Sleep: And Other Imponderables of Everyday Life,David Feldman,1989,Harpercollins,Reference
0060161647,8.333333333333334,Sure of You,Armistead Maupin,1989,Harpercollins,Fiction
0060162546,8.333333333333334,"Small Victories: The Real World of a Teacher, Her Students and Their High School",Samuel G. Freedman,1990,Harpercollins,Education
0060163283,8.0,Bones: A Forensic Detective's Casebook,Douglas H. Ubelaker,1992,Harpercollins,Medical
0060163461,10.0,"I Love Paul Revere, Whether He Rode or Not",Richard Shenkman,1991,Harpercollins,History
0060163879,6.0,Thicker Than Water,Bruce Zimmerman,1991,Harpercollins,Florida
0060163879,6.0,Thicker Than Water,Bruce Zimmerman,1991,Harpercollins,Nature
0060164190,6.333333333333333,Holy Terror: Andy Warhol Close Up,Bob Colacello,1990,HarperCollins Publishers,Biography & Autobiography
0060166932,7.75,Lost Boys,Orson Scott Card,1992,Harpercollins,Biography & Autobiography
0060167408,7.0,Searoad: Chronicles of Klatsand,Ursula K. Le Guin,1991,Harpercollins,Fiction
006016767X,7.25,Sacred Clowns,Tony Hillerman,1993,Harpercollins,Fiction
0060167688,9.0,After All These Years,Susan Isaacs,1993,Harpercollins,Fiction
0060168099,7.0,Talking to High Monks in the Snow: An Asian American Odyssey,Lydia Yuri Minatoya,1992,Harpercollins,Japanese Americans
0060168099,7.0,Talking to High Monks in the Snow: An Asian American Odyssey,Lydia Yuri Minatoya,1992,Harpercollins,Biography & Autobiography
0060168161,8.0,The Dance of Deception: Pretending and Truth-Telling in Women's Lives,"Harriet Goldhor, Ph.D. Lerner",1993,Harpercollins,Psychology
0060168382,7.5,"Eat More, Weigh Less: Dr. Dean Ornish's Life Choice Program for Losing Weight Safely While Eating Abundantly","Dean, M.D. Ornish",1993,Harpercollins,Health & Fitness
0060169087,5.0,When Did Wild Poodles Roam the Earth?: An Imponderables Book,David Feldman,1992,Harpercollins,Curiosities and wonders
0060170166,7.75,The Infinite Plan: A Novel,Isabel Allende,1993,Harpercollins,Fiction
0060170301,8.0,Masters of Deception: The Gang That Ruled Cyberspace,Michelle Slatalla,1995,Harpercollins,Technology & Engineering
0060170409,5.0,Modern American Memoirs,Annie Dillard,1995,Harpercollins,Literary Criticism
0060170565,5.0,The Downing Street Years,Margaret Thatcher,1993,Harpercollins,Biography & Autobiography
0060170808,7.0,The Bingo Palace,Louise Erdrich,1994,Harpercollins,Fiction
0060171162,6.0,Sisters and Lovers,Connie Briscoe,1994,Harpercollins,Fiction
0060171510,8.0,A Feather on the Breath of God: A Novel,Sigrid Nunez,1995,HarperCollins Publishers,Fiction
0060172118,8.0,Talk Sexy to the One You Love: (And Drive Each Other Wild in Bed),"Barbara, Phd Keesling",1996,Harpercollins,Medical
0060172975,9.0,Roustabout: A Fiction,Michelle Chalfoun,1996,Harpercollins,Fiction
0060173025,9.0,Threshold,Ben Mezrich,1996,Harpercollins,Fiction
0060173211,8.5,Don't Pee on My Leg and Tell Me It's Raining: America's Toughest Family Court Judge Speaks Out,Judy Sheindlin,1996,HarperCollins Publishers,Biography & Autobiography
006017322X,9.333333333333334,To Kill a Mockingbird,Harper Lee,1995,HarperCollins Publishers,Fiction
006017322X,9.333333333333334,To Kill a Mockingbird,Harper Lee,1995,HarperCollins Publishers,Drama
0060173378,9.0,Buster Keaton: Cut to the Chase,Marion Meade,1995,Harpercollins,Biography & Autobiography
0060174110,7.0,The Woman Who Lives in the Earth,Swain Wolfe,1996,HarperCollins Publishers,Fiction
0060175184,8.0,The Fourth Estate,Jeffrey Archer,1996,Harpercollins,Language Arts & Disciplines
0060175400,8.384615384615385,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,Fiction
0060175648,10.0,Identity,Milan Kundera,1998,Harpercollins,Philosophy
0060175702,7.25,Empress of the Splendid Season,Oscar Hijuelos,1999,HarperCollins Publishers,Fiction
0060175907,9.0,Aphrodite: A Memoir of the Senses,Isabel Allende,1998,HarperCollins,Biography & Autobiography
0060176032,8.0,Everville,Clive Barker,1994,HarperCollins Publishers,Fiction
0060176172,8.0,Star Trek Movie Memories,William Shatner,1994,Harpercollins,Star Trek films
0060176962,8.0,Hope,Len Deighton,1995,Harpercollins,Biography & Autobiography
0060177144,7.0,L.A. Times,Stuart Woods,1993,Harpercollins,Games
0060177160,6.0,Everville,Clive Barker,1994,Harpercollins,Fiction
0060177209,6.333333333333333,Dolly: My Life and Other Unfinished Business,Dolly Parton,1994,Harpercollins,Music
006017739X,5.666666666666667,Fear of Fifty: A Midlife Memoir,Erica Jong,1994,Harpercollins,Biography & Autobiography
006017773X,7.714285714285714,The Fallen Man,Tony Hillerman,1996,HarperCollins,Fiction
0060177861,5.0,Your Sacred Self,Wayne W. Dyer,1995,Harpercollins,Self-Help
0060177888,8.7,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,Erma Bombeck,1995,Harpercollins,Humor
0060178213,9.0,Bouncing Back: I'Ve Survived Everything...and I Mean Everything...and You Can Too!,Joan Rivers,1997,Harpercollins,Self-Help
0060179112,10.0,Palindrome,Stuart Woods,1991,Harpercollins,Fiction
0060179252,7.5,New York Dead,Stuart Woods,1991,Harpercollins,Fiction
0060179333,8.5,Colony,Anne Rivers Siddons,1992,Harpercollins,Fiction
0060179341,6.666666666666667,Downtown,Anne Rivers Siddons,1994,Harpercollins,Fiction
0060179910,10.0,Colony,Anne Rivers Siddons,1992,HarperCollins Publishers,Fiction
0060182075,9.0,A Garlic Testament: Seasons on a Small New Mexico Farm,Stanley Crawford,1992,HarperCollins Publishers,Gardening
0060182148,6.0,Mariette in Ecstasy,Ron Hansen,1991,Harpercollins,Fiction
0060182571,9.0,Modoc: The True Story of the Greatest Elephant That Ever Lived,Ralph Helfer,1997,HarperCollins Children's Books,Nature
0060182857,8.0,"Full Woman, Fleshly Apple, Hot Moon: Selected Poems",Pablo Neruda,1997,Harpercollins,Poetry
0060182938,5.0,Paper Daughter: A Memoir,M. Elaine Mar,1999,HarperCollins Publishers,Biography & Autobiography
0060182970,6.0,Coldheart Canyon: A Hollywood Ghost Story,Clive Barker,2001,HarperCollins Publishers,Fiction
0060183225,7.666666666666667,A Marriage Made in Heaven... or Too Tired for an Affair,Erma Bombeck,1993,Harpercollins,Humor
0060183357,8.0,Red Odyssey: A Journey Through the Soviet Republics,Marat Akchurin,1992,Harpercollins,Political Science
006018373X,5.0,Presidential Ambition,Richard Shenkman,1999,HarperCollins,History
0060184701,9.0,Journal of the Dead: A Story of Friendship and Murder in the New Mexico Desert,Jason Kersten,2003,HarperCollins,True Crime
0060184728,8.0,"From Here, You Can't See Paris : Seasons of a French Village and Its Restaurant",Michael S. Sanders,2002,HarperCollins,Cooking
006018485X,7.0,Betty Sweet Tells All,Judith Minthorn Stacy,2002,HarperCollins,Fiction
0060185201,8.0,"The Ex-Boyfriend Cookbook: They Came, They Cooked, They Left (But We Ended Up with Some Great Recipes)",Thisbe Nissen,2002,HarperResource,Family & Relationships
0060185252,6.0,Faithless: Tales of Transgression,Joyce Carol Oates,2001,Ecco (HarperCollins),Fiction
0060185287,7.833333333333333,Flight Lessons,Patricia Gaffney,2002,HarperCollins,Fiction
006018552X,8.0,To Cut a Long Story Short,Jeffrey Archer,2000,HarperCollins Publishers,Fiction
0060185546,8.0,A Mulligan for Bobby Jobe: A Novel,Bob Cullen,2001,HarperCollins Publishers,Fiction
0060185724,6.0,Absolute Zero,Chuck Logan,2002,HarperCollins Publishers,Fiction
0060186305,9.5,The Bridge,Doug Marlette,2001,HarperCollins,Fiction
0060186305,9.5,The Bridge,Doug Marlette,2001,HarperCollins,Young Adult Fiction
0060186690,9.0,Tales of the City,Armistead Maupin,1996,Harpercollins,City and town life
006018681X,6.0,Monkey King,Patricia Chao,1997,Harpercollins,Fiction
0060186976,8.0,The Soul of Sex: Cultivating Life As an Act of Love,Thomas Moore,1998,Harpercollins,Psychology
0060187263,6.0,The Antelope Wife,Louise Erdrich,1998,HarperCollins Publishers,Fiction
0060187271,9.0,The Last Report on the Miracles at Little No Horse,Louise Erdrich,2001,HarperCollins Publishers,Fiction
0060187468,10.0,Rough Justice,Lisa Scottoline,1997,HarperCollins Publishers,Social Science
0060187476,7.625,Mistaken Identity,Lisa Scottoline,1999,Harpercollins,Biography & Autobiography
0060188618,6.5,Throwing the Elephant: Zen and the Art of Managing Up,Stanley Bing,2002,HarperBusiness,Business & Economics
0060188723,5.0,Seinfeld : The Making of an American Icon,Jerry Oppenheimer,2002,HarperCollins,Biography & Autobiography
0060188901,8.0,Enough Rope,Lawrence Block,2002,William Morrow,Fiction
0060191252,5.0,Parenthood by Proxy: Don't Have Them If You Won't Raise Them,Laura Schlessinger,2000,HarperCollins Publishers,Family & Relationships
0060191341,5.0,RealAge: Are You as Young as You Can Be?,Michael F. Roizen M.D.,1999,HarperResource,Health & Fitness
0060191384,6.0,The Ten Commandments: The Significance of God's Laws in Everyday Life,Laura C. Schlessinger,1998,HarperCollins Publishers,Philosophy
0060192232,8.0,The Messenger,Mayra Montero,1999,Harpercollins,Young Adult Fiction
0060192305,8.0,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,2001,HarperCollins,Self-Help
0060192801,6.333333333333333,A Member of the Family,Susan Merrell,2000,HarperCollins Publishers,Adoption
0060193093,7.0,Dreamland,Kevin Baker,1999,Harpercollins,Social Science
0060193220,10.0,Tao Te Ching: An Illustrated Journey,Lao Tzu,1999,HarperCollins Publishers,Religion
0060193263,7.333333333333333,Cowboy,Sara Davidson,1999,Harpercollins,Business & Economics
0060193336,6.0,Free Fall,Kyle Mills,2000,HarperCollins Publishers,Fiction
006019362X,5.5,Little Altars Everywhere,Rebecca Wells,1998,HarperCollins,Fiction
0060193670,5.0,"Without Reservation: The Making of America's Most Powerful Indian Tribe and Foxwoods, the World's Largest Casino",Jeff Benedict,2000,HarperCollins Publishers,Social Science
0060193913,5.0,The Season: Inside Palm Beach and America's Richest Society,Ronald Kessler,1999,HarperCollins Publishers,Social Science
0060194448,7.761904761904762,The Wailing Wind,Tony Hillerman,2002,HarperCollins Publishers,Fiction
0060194790,6.875,Waiting : The True Confessions of a Waitress,Debra Ginsberg,2000,HarperCollins Publishers,Biography & Autobiography
0060194804,8.0,The Terrible Hours: The Man Behind the Greatest Submarine Rescue in History,Peter Maas,1999,HarperCollins Publishers,History
0060194979,7.75,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,2000,HarperCollins Publishers,Science
0060195703,6.9,Long Time No See,Susan Isaacs,2001,HarperCollins Publishers,Fiction
0060195886,8.5,Bald in the Land of Big Hair : A True Story,Joni Rodgers,2001,HarperCollins Publishers,Biography & Autobiography
0060196092,7.333333333333333,Moment of Truth,Lisa Scottoline,2000,HarperCollins Publishers,Fiction
006019619X,7.5,Down the Great Unknown: John Wesley Powell's 1869 Journey of Discovery and Tragedy Through the Grand Canyon,Edward Dolnick,2001,HarperCollins Publishers,History
0060196483,10.0,The Last Run : A true story of rescue and redemption on the Alaska seas,Todd Lewan,2004,HarperCollins,Nature
0060197986,9.0,Wild Thorn,William Hoffman,2002,HarperCollins,Young Adult Fiction
0060198346,6.0,The Sky Is Falling,Sidney Sheldon,2000,William Morrow &amp; Company,Animals
0060198508,8.0,"Extra Virgin: A Young Woman Discovers the Italian Riviera, Where Every Month Is Enchanted",Annie Hawes,2001,HarperCollins Publishers,Travel
0060198516,9.0,A Charlie Brown Christmas : The Making of a Tradition,Lee Mendelson,2000,HarperResource,Humor
0060198788,8.25,Close to Home : A Novel of Suspense,Peter Robinson,2003,William Morrow,Fiction
0060198834,9.0,Emily Post's Wedding Etiquette: Cherished Traditions and Contemporary Ideas for a Joyous Celebration (4th Edition),Peggy Post,2001,HarperResource,Reference
0060199202,8.0,No Apparent Danger: The True Story of Volcanic Disaster at Galeras and Nevado del Ruiz,Victoria Bruce,2001,HarperCollins Publishers,Nature
0060199326,9.0,White Shell Woman : A Charlie Moon Mystery (Charlie Moon Mysteries),James D. Doss,2002,William Morrow,Fiction
0060199385,9.666666666666666,The One That Got Away: An Emma Price Mystery (Emma Price Mysteries),Naomi R. Rand,2001,HarperCollins Publishers,Fiction
0060199490,6.5,Their Eyes Were Watching God,Zora Neale Hurston,2000,HarperCollins,Reference
0060201134,10.0,Laura Ingalls Wilder: A Biography,William Anderson,1992,HarperCollins Publishers,Juvenile Fiction
0060201142,5.0,Laura Ingalls Wilder: A Biography,William Anderson,1992,HarperCollins Publishers,Juvenile Fiction
0060207051,10.0,Goodnight Moon,Margaret Wise Brown,1947,HarperCollins,Juvenile Fiction
0060207450,7.0,Little Fur Family,Margaret Wise Brown,1991,HarperCollins Publishers,Juvenile Fiction
0060214953,7.0,American Dragons: Twenty-Five Asian American Voices,Laurence Yep,1993,Harpercollins,Asian Americans
0060224428,7.0,The Moon of the Gray Wolves (The Thirteen Moons Series),Jean Craighead George,1991,Harpercollins Juvenile Books,Juvenile Nonfiction
0060230398,8.0,The Best School Year Ever,Barbara Robinson,1994,HarperCollins,Drama
0060232811,8.0,Earl's too cool for me,Leah Komaiko,1988,Harper &amp; Row,Boys
0060237198,10.0,The Dragon's Robe,Deborah Nourse Lattimore,1990,HarperCollins Publishers,China
0060242388,6.0,Shape Changer,Bill Brittain,1994,Harpercollins Juvenile Books,Juvenile Fiction
0060243902,10.0,"It's Like This, Cat",Emily Cheney Neville,1963,HarperCollins,Juvenile Fiction
006024416X,10.0,Betsy-Tacy and Tib,Maud Hart Lovelace,1994,HarperCollins,Fiction
0060247010,6.0,I have a sister--my sister is deaf,Jeanne Whitehouse Peterson,1977,Harper &amp; Row,Juvenile Fiction
0060254920,9.375,Where the Wild Things Are,Maurice Sendak,1988,HarperCollins,Juvenile Fiction
0060256559,9.0,A Giraffe and a Half,Shel Silverstein,1964,HarperCollins,Juvenile Fiction
0060256575,9.5,The Missing Piece Meets the Big O,Shel Silverstein,1981,HarperCollins,Juvenile Fiction
0060256672,9.4,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins,Juvenile Nonfiction
0060263857,9.416666666666666,Charlotte's Web,E. B. White,1952,Harpercollins Juvenile Books,Juvenile Fiction
0060263865,9.0,Charlotte's Web,E. B. White,1952,HarperCollins,Juvenile Fiction
0060264608,6.333333333333333,The Long Winter,Laura Ingalls Wilder,1953,HarperCollins,Blizzards
0060265477,8.0,Morris Goes to School,Bernard Wiseman,2000,HarperCollins Publishers,Juvenile Fiction
0060268468,5.0,The Undertaker's Gone Bananas,Paul Zindel,1978,Harpercollins Library,Juvenile Fiction
0060268557,8.0,Harry by the Sea,Gene Zion,1989,HarperCollins Publishers,Juvenile Fiction
0060268654,9.0,Harry the Dirty Dog,Gene Zion,1956,HarperCollins,Juvenile Fiction
0060268689,5.0,The Girl Who Wanted a Boy,Paul Zindel,1981,Harpercollins Library,Juvenile Fiction
0060268905,8.0,No Roses for Harry!,Gene Zion,1958,HarperCollins,Juvenile Fiction
0060275111,8.0,Ella Enchanted,Gail Carson Levine,1997,HarperCollins,Juvenile Fiction
0060277300,4.0,The Wanderer,Sharon Creech,2000,Joanna Cotler,Juvenile Fiction
0060277475,8.0,I Was a Teenage Fairy,Francesca Lia Block,1998,Joanna Cotler Books,Young Adult Fiction
0060278226,8.0,"Our Only May Amelia (Newbery Honor Book, 2000)",Jennifer L. Holm,1999,HarperCollins,Brothers and sisters
006028255X,5.0,The Gadget,Paul Zindel,2001,HarperCollins,Juvenile Fiction
0060282681,9.0,Here Comes Santa Claus,Gene Autry,2002,HarperCollins,Juvenile Nonfiction
0060282983,7.0,Charlotte's Web,E. B. White,1999,HarperCollins Publishers,Juvenile Fiction
0060283289,8.5,If You Take a Mouse to School,Laura Numeroff,2002,Laura Geringer,Juvenile Fiction
0060288132,9.5,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,2001,HarperCollins,Juvenile Fiction
0060288728,10.0,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,2001,HarperCollins,Juvenile Fiction
0060292814,9.0,Alien in a Bottle,Kathy Mackel,2004,HarperCollins,Juvenile Fiction
0060292873,8.6,Love That Dog,Sharon Creech,2001,Joanna Cotler,Juvenile Fiction
0060293152,5.0,The Two Princesses of Bamarre,Gail Carson Levine,2001,HarperCollins,Juvenile Fiction
006029471X,6.857142857142857,Haunted : A Tale of the Mediator,Meg Cabot,2003,HarperCollins,Juvenile Fiction
0060296135,7.0,Sleepy Time Olie,William Joyce,2001,Laura Geringer,Juvenile Fiction
0060390719,5.0,Hidden History : Exploring Our Secret Past,Daniel J. Boorstin,1987,Harpercollins,Travel
0060391472,7.666666666666667,Veritas,William Lashner,1997,Harpercollins,Religion
0060391677,5.818181818181818,Miss America,Howard Stern,1995,Harpercollins,Women
0060391782,6.571428571428571,Girlfriend in a Coma,Douglas Coupland,1998,ReganBooks,Fiction
0060391898,8.0,Hunger Point: A Novel,Jillian Medoff,1997,Harpercollins,Fiction
0060392096,7.25,Vendetta: Lucky's Revenge,Jackie Collins,1997,Harpercollins,Businesswomen
